hour,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline,direction_head_bce,direction_head_accuracy,direction_head_pred_up_ratio,direction_head_up_recall,direction_head_down_recall,direction_head_prob_mean,direction_head_prob_std
10,16,0.08438616991043091,0.24271583557128906,0.07087323069572449,0.2307996302843094,-0.011916205286979675,0.5625,0.4375,0.125,0.25,0.4375,0.2857142857142857,0.7777777777777778,-0.03865231201052666,-0.013249997980892658,0.05181722715497017,0.2654184103012085,-0.3856881086283955,0.0,-0.011916211340576414,0.7002103328704834,0.4375,1.0,1.0,0.0,0.5250321626663208,0.010907196439802647
11,16,0.05268363654613495,0.1840599924325943,0.03926468268036842,0.16420036554336548,-0.01985962688922882,0.4375,0.5625,-0.125,0.25,0.5625,0.2222222222222222,0.7142857142857143,-0.034721195697784424,0.05387499928474426,0.04895426705479622,0.1926252394914627,-0.28279138802184406,0.0,-0.019859625725075578,0.6833294630050659,0.5625,1.0,1.0,0.0,0.5277572870254517,0.011885177344083786
12,16,0.024486307054758072,0.1298236846923828,0.020916279405355453,0.11085110157728195,-0.01897258311510086,0.3125,0.6875,-0.375,0.375,0.6875,0.2727272727272727,0.4,-0.023729383945465088,0.023374997079372406,0.04304516687989235,0.14373929798603058,0.019910701699807846,0.0,-0.018972588120959717,0.6748205423355103,0.625,0.9375,0.9090909090909091,0.0,0.5271202921867371,0.012177935801446438
13,16,0.03589080646634102,0.1581152379512787,0.030352246016263962,0.15192647278308868,-0.0061887651681900024,0.5625,0.75,-0.1875,0.3125,0.75,0.4166666666666667,1.0,-0.020661339163780212,0.09849999845027924,0.04215310141444206,0.14850084483623505,0.17077325478565467,0.0,-0.006188775529153657,0.6748324632644653,0.6875,0.9375,0.9166666666666666,0.0,0.5264831781387329,0.010846475139260292
14,16,0.05573386698961258,0.19588449597358704,0.04906412959098816,0.18473896384239197,-0.011145532131195068,0.4375,0.8125,-0.375,0.25,0.8125,0.3076923076923077,1.0,-0.0236283540725708,0.11556249856948853,0.04133908823132515,0.19329865276813507,0.16979032356128543,0.0,-0.01114552345825361,0.6629239320755005,0.8125,1.0,1.0,0.0,0.5256969928741455,0.010532354936003685
15,17,0.05322203040122986,0.1699294149875641,0.03765794262290001,0.15337631106376648,-0.016553103923797607,0.47058823529411764,0.47058823529411764,0.0,0.29411764705882354,0.47058823529411764,0.25,0.6666666666666666,-0.018215350806713104,0.0282352976500988,0.054512687027454376,0.19293446838855743,-0.5167174929018296,0.0,-0.016553119865848738,0.6892948746681213,0.47058823529411764,1.0,1.0,0.0,0.5241670608520508,0.013057159259915352
16,17,0.09238916635513306,0.22565926611423492,0.08236535638570786,0.2019662708044052,-0.023692995309829712,0.29411764705882354,0.7647058823529411,-0.4705882352941176,0.29411764705882354,0.7647058823529411,0.23076923076923078,0.5,-0.012045023962855339,0.10999999940395355,0.05474500730633736,0.2680261433124542,-0.09061331628393032,0.0,-0.02369301442933433,0.6724660992622375,0.7058823529411765,0.9411764705882353,0.9230769230769231,0.0,0.5208274722099304,0.010619205422699451
17,17,0.13700687885284424,0.29463139176368713,0.1259300708770752,0.2780718207359314,-0.016559571027755737,0.47058823529411764,0.7058823529411765,-0.23529411764705888,0.4117647058823529,0.7058823529411765,0.4166666666666667,0.6,-0.012647215276956558,0.16429410874843597,0.05875484272837639,0.3182976543903351,-0.024947636224529137,0.0,-0.016559609211981303,0.6764794588088989,0.6470588235294118,0.9411764705882353,0.9166666666666666,0.0,0.5228821635246277,0.010317156091332436
18,17,0.058639202266931534,0.18163754045963287,0.05715496093034744,0.1870354562997818,0.005397915840148926,0.6470588235294118,0.5294117647058824,0.11764705882352944,0.4117647058823529,0.5294117647058824,0.5555555555555556,0.75,0.007376138586550951,0.047470591962337494,0.07458137720823288,0.23568850755691528,0.11604908989352414,0.0,0.0053979321109021575,0.7004805207252502,0.47058823529411764,0.9411764705882353,0.8888888888888888,0.0,0.5199013948440552,0.01155767310410738
19,17,0.04661896452307701,0.17520654201507568,0.043408364057540894,0.17032958567142487,-0.004876956343650818,0.5294117647058824,0.5294117647058824,0.0,0.5294117647058824,0.5294117647058824,0.5555555555555556,0.5,0.008058409206569195,0.0457058846950531,0.06663952022790909,0.2047945261001587,0.043231252672253674,0.0,-0.004876944236457332,0.6986532807350159,0.47058823529411764,0.9411764705882353,0.8888888888888888,0.0,0.5215968489646912,0.011775302700698376
20,17,0.03009721450507641,0.1314484179019928,0.02778269164264202,0.1306236982345581,-0.0008247196674346924,0.5882352941176471,0.5882352941176471,0.0,0.5294117647058824,0.5882352941176471,0.6,0.5714285714285714,0.007503931876271963,0.02329411543905735,0.05627618730068207,0.16592158377170563,0.04546730964955986,0.0,-0.0008247216944308891,0.6898847818374634,0.5294117647058824,0.9411764705882353,0.9,0.0,0.5234245657920837,0.012665937654674053
21,17,0.04889988899230957,0.16814550757408142,0.04211818054318428,0.15475347638130188,-0.013392031192779541,0.35294117647058826,0.5882352941176471,-0.23529411764705882,0.4117647058823529,0.5882352941176471,0.3,0.42857142857142855,-0.0076692719012498856,0.05452941358089447,0.05976084992289543,0.19974163174629211,-0.06547574649121912,0.0,-0.013392049435745257,0.6771985292434692,0.5294117647058824,0.9411764705882353,0.9,0.0,0.5252583026885986,0.014004385098814964
22,17,0.07057414948940277,0.22192861139774323,0.0575760118663311,0.19864793121814728,-0.023280680179595947,0.35294117647058826,0.6470588235294118,-0.29411764705882354,0.5882352941176471,0.6470588235294118,0.45454545454545453,0.16666666666666666,-0.0007401086622849107,0.10000000149011612,0.057645034044981,0.22136102616786957,-0.3174645571837578,0.0,-0.023280675194281005,0.6702196002006531,0.7058823529411765,0.9411764705882353,1.0,0.16666666666666666,0.5234193801879883,0.012672328390181065
23,17,0.12993714213371277,0.2835387587547302,0.09711658954620361,0.24232956767082214,-0.04120919108390808,0.29411764705882354,0.5294117647058824,-0.23529411764705882,0.4117647058823529,0.5294117647058824,0.2222222222222222,0.375,-0.01668119616806507,0.029117649421095848,0.06760105490684509,0.3108774721622467,-0.6334538368282879,0.0,-0.04120916265117773,0.6780402660369873,0.5294117647058824,1.0,1.0,0.0,0.5262115597724915,0.013702558353543282
