feature_name,feature_band,feature_min,feature_max,count,mse,mae,baseline_mse,baseline_mae,mae_delta_vs_baseline,direction_accuracy,baseline_direction_accuracy,direction_accuracy_delta_vs_baseline,pred_up_ratio,true_up_ratio,up_recall,down_recall,pred_mean,true_mean,pred_std,true_std,correlation,baseline_correlation,mean_abs_error_improvement_vs_baseline
h1_window_close_position_10bar,"(0.348, 0.576]",0.3496155440807342,0.5746668577194214,98,0.04507938772439957,0.17590460181236267,0.03951748460531235,0.15908823907375336,-0.016816362738609314,0.45918367346938777,0.5918367346938775,-0.13265306122448978,0.8061224489795918,0.5918367346938775,0.7241379310344828,0.075,0.0678999051451683,0.05211224406957626,0.0698918029665947,0.19369573891162872,-0.08964698217542165,0.0,-0.01681637134859148
h1_window_close_position_10bar,"(0.576, 0.815]",0.5767546892166138,0.8140233755111694,98,0.0652654692530632,0.1942208707332611,0.059745948761701584,0.1754940003156662,-0.01872687041759491,0.47959183673469385,0.5306122448979592,-0.05102040816326536,0.7857142857142857,0.5306122448979592,0.75,0.17391304347826086,0.06003182381391525,0.034857142716646194,0.06590170413255692,0.24288247525691986,-0.040507938898957846,0.0,-0.018726882752867376
h1_window_close_position_10bar,"(0.815, 1.0]",0.8157734870910645,1.0,99,0.06686548888683319,0.20139558613300323,0.05900260806083679,0.19132310152053833,-0.010072484612464905,0.5151515151515151,0.48484848484848486,0.030303030303030276,0.8080808080808081,0.48484848484848486,0.8333333333333334,0.21568627450980393,0.05821735039353371,-0.017979800701141357,0.06263387203216553,0.24157530069351196,0.04038586854783301,0.0,-0.01007251227933048
h1_window_close_position_full,"(0.00093, 0.413]",0.0019312988733872,0.4115050435066223,99,0.05338956043124199,0.18451105058193207,0.05169089511036873,0.1803138554096222,-0.0041971951723098755,0.5050505050505051,0.6464646464646465,-0.14141414141414144,0.7373737373737373,0.6464646464646465,0.6875,0.17142857142857143,0.04463727027177811,0.06149494647979736,0.05888454243540764,0.2208264172077179,-0.03359442182450917,0.0,-0.00419717235725862
h1_window_close_position_full,"(0.413, 0.672]",0.4165712594985962,0.6701948642730713,98,0.04485728219151497,0.16715849936008453,0.04387655109167099,0.1636938899755478,-0.003464609384536743,0.5,0.5102040816326531,-0.010204081632653073,0.7653061224489796,0.5102040816326531,0.76,0.22916666666666666,0.054323289543390274,-0.000816327054053545,0.06786727905273438,0.20930622518062592,0.2322468060380803,0.0,-0.0034646300446926214
h1_window_close_position_full,"(0.672, 0.817]",0.6728165149688721,0.8168143033981323,98,0.05830885469913483,0.17894726991653442,0.05262855440378189,0.15970468521118164,-0.019242584705352783,0.5816326530612245,0.6122448979591837,-0.030612244897959218,0.9081632653061225,0.6122448979591837,0.9,0.07894736842105263,0.08738076686859131,0.06017346680164337,0.06415989995002747,0.223255917429924,-0.12597388373263288,0.0,-0.019242598751217733
h1_window_close_position_full,"(0.817, 1.0]",0.817257285118103,1.0,99,0.05964552238583565,0.19190524518489838,0.04913867637515068,0.17080378532409668,-0.021101459860801697,0.47474747474747475,0.46464646464646464,0.01010101010101011,0.8282828282828283,0.46464646464646464,0.8260869565217391,0.16981132075471697,0.0658150389790535,-0.021484846249222755,0.05844605341553688,0.21978287398815155,-0.011825110499031732,0.0,-0.02110147533580812
h1_window_close_slope_10bar,"(-1.335, -0.184]",-1.334014892578125,-0.18499755859375,99,0.046419963240623474,0.16958379745483398,0.044361356645822525,0.1614350825548172,-0.008148714900016785,0.494949494949495,0.6464646464646465,-0.15151515151515155,0.7676767676767676,0.6464646464646465,0.703125,0.11428571428571428,0.051134321838617325,0.048818182200193405,0.061061665415763855,0.20650820434093475,-0.0016028050792428964,0.0,-0.008148710711417024
h1_window_close_slope_10bar,"(-0.184, 0.11]",-0.1820068359375,0.1090087890625,98,0.045522578060626984,0.1724793165922165,0.04103032499551773,0.16140636801719666,-0.011072948575019836,0.5,0.5510204081632653,-0.05102040816326525,0.8061224489795918,0.5510204081632653,0.7777777777777778,0.1590909090909091,0.0615784116089344,0.02854081802070141,0.060239747166633606,0.20145289599895477,-0.009022921092916966,0.0,-0.011072957413081
h1_window_close_slope_10bar,"(0.11, 0.407]",0.1110076904296875,0.406005859375,98,0.06073731929063797,0.18664762377738953,0.05401545763015747,0.1672142893075943,-0.019433334469795227,0.5,0.5102040816326531,-0.010204081632653073,0.8061224489795918,0.5102040816326531,0.8,0.1875,0.06003807857632637,0.025173470377922058,0.06565794348716736,0.23173141479492188,-0.049666910799080255,0.0,-0.01943335307724013
