timestamp,time,open,high,low,close
2025-12-31 03:00:00+0900,1767117600,156.327,156.405,156.222,156.33
2025-12-31 05:00:00+0900,1767124800,156.33,156.521,156.306,156.493
2025-12-31 07:00:00+0900,1767132000,156.484,156.492,156.365,156.373
2025-12-31 09:00:00+0900,1767139200,156.373,156.465,156.268,156.393
2025-12-31 11:00:00+0900,1767146400,156.396,156.462,156.332,156.432
2025-12-31 13:00:00+0900,1767153600,156.437,156.494,156.42,156.492
2025-12-31 15:00:00+0900,1767160800,156.492,156.637,156.492,156.59
2025-12-31 17:00:00+0900,1767168000,156.59,156.65,156.565,156.565
2025-12-31 19:00:00+0900,1767175200,156.563,156.645,156.507,156.632
2025-12-31 21:00:00+0900,1767182400,156.632,156.674,156.593,156.604
2025-12-31 23:00:00+0900,1767189600,156.604,156.831,156.555,156.805
2026-01-01 01:00:00+0900,1767196800,156.805,156.993,156.716,156.741
2026-01-01 03:00:00+0900,1767204000,156.741,156.852,156.64,156.821
2026-01-01 05:00:00+0900,1767211200,156.819,156.918,156.673,156.747
2026-01-01 07:00:00+0900,1767218400,156.746,156.75,156.574,156.701
2026-01-02 09:00:00+0900,1767312000,156.645,156.879,156.62,156.718
2026-01-02 11:00:00+0900,1767319200,156.718,156.766,156.517,156.631
2026-01-02 13:00:00+0900,1767326400,156.631,156.723,156.59,156.716
2026-01-02 15:00:00+0900,1767333600,156.716,156.942,156.716,156.911
2026-01-02 17:00:00+0900,1767340800,156.91,156.994,156.83,156.857
2026-01-02 19:00:00+0900,1767348000,156.858,156.997,156.766,156.911
2026-01-02 21:00:00+0900,1767355200,156.911,156.947,156.801,156.917
2026-01-02 23:00:00+0900,1767362400,156.913,157.0,156.833,156.905
2026-01-03 01:00:00+0900,1767369600,156.907,156.917,156.56,156.587
2026-01-03 03:00:00+0900,1767376800,156.587,156.779,156.562,156.768
2026-01-03 05:00:00+0900,1767384000,156.768,156.955,156.76,156.854
2026-01-03 07:00:00+0900,1767391200,156.854,156.911,156.765,156.779
2026-01-05 09:00:00+0900,1767571200,156.695,157.014,156.682,156.999
2026-01-05 11:00:00+0900,1767578400,156.998,157.243,156.921,157.011
2026-01-05 13:00:00+0900,1767585600,157.011,157.236,156.947,157.232
2026-01-05 15:00:00+0900,1767592800,157.237,157.296,157.112,157.18
