timestamp,time,open,high,low,close,spread
2025-10-28 04:00:00+0900,1761591600,153.085,153.089,153.029,153.063,0.004
2025-10-28 04:15:00+0900,1761592500,153.063,153.084,153.043,153.06,0.004
2025-10-28 04:30:00+0900,1761593400,153.063,153.063,153.009,153.045,0.004
2025-10-28 04:45:00+0900,1761594300,153.047,153.051,152.976,152.991,0.004
2025-10-28 05:00:00+0900,1761595200,152.991,153.015,152.94,152.998,0.004
2025-10-28 05:15:00+0900,1761596100,152.997,153.066,152.991,153.057,0.004
2025-10-28 05:30:00+0900,1761597000,153.056,153.09,153.05,153.09,0.004
2025-10-28 05:45:00+0900,1761597900,153.089,153.092,153.045,153.06,0.004
2025-10-28 06:00:00+0900,1761598800,153.058,153.069,153.035,153.035,0.004
2025-10-28 06:15:00+0900,1761599700,153.034,153.06,153.021,153.056,0.004
2025-10-28 06:30:00+0900,1761600600,153.056,153.06,152.884,152.912,0.004
2025-10-28 06:45:00+0900,1761601500,152.913,152.927,152.756,152.819,0.004
2025-10-28 07:00:00+0900,1761602400,152.817,152.881,152.816,152.829,0.004
2025-10-28 07:15:00+0900,1761603300,152.833,152.897,152.831,152.893,0.005
2025-10-28 07:30:00+0900,1761604200,152.895,152.948,152.894,152.943,0.005
2025-10-28 07:45:00+0900,1761605100,152.939,152.95,152.869,152.906,0.005
2025-10-28 08:00:00+0900,1761606000,152.905,152.906,152.847,152.884,0.005
2025-10-28 08:15:00+0900,1761606900,152.884,152.892,152.852,152.852,0.005
2025-10-28 08:30:00+0900,1761607800,152.852,152.902,152.852,152.899,0.005
2025-10-28 08:45:00+0900,1761608700,152.889,152.901,152.854,152.86,0.016
2025-10-28 09:00:00+0900,1761609600,152.863,152.863,152.842,152.843,0.03
2025-10-28 09:15:00+0900,1761610500,152.846,152.849,152.841,152.846,0.032
2025-10-28 09:30:00+0900,1761611400,152.846,152.86,152.836,152.836,0.022
2025-10-28 09:45:00+0900,1761612300,152.839,152.853,152.762,152.765,0.032
2025-10-28 10:00:00+0900,1761613200,152.763,152.803,152.726,152.79,0.022
2025-10-28 10:15:00+0900,1761614100,152.782,152.807,152.77,152.789,0.015
2025-10-28 10:30:00+0900,1761615000,152.789,152.791,152.755,152.783,0.023
2025-10-28 10:45:00+0900,1761615900,152.783,152.808,152.731,152.745,0.005
2025-10-28 11:00:00+0900,1761616800,152.745,152.777,152.729,152.756,0.005
2025-10-28 11:15:00+0900,1761617700,152.757,152.769,152.742,152.756,0.005
2025-10-28 11:30:00+0900,1761618600,152.756,152.759,152.684,152.685,0.005
2025-10-28 11:45:00+0900,1761619500,152.684,152.722,152.629,152.696,0.005
2025-10-28 12:00:00+0900,1761620400,152.696,152.734,152.548,152.56,0.004
2025-10-28 12:15:00+0900,1761621300,152.56,152.605,152.5,152.513,0.004
2025-10-28 12:30:00+0900,1761622200,152.517,152.522,152.397,152.454,0.004
2025-10-28 12:45:00+0900,1761623100,152.454,152.552,152.394,152.495,0.004
2025-10-28 13:00:00+0900,1761624000,152.493,152.51,152.288,152.304,0.004
2025-10-28 13:15:00+0900,1761624900,152.3,152.484,152.265,152.461,0.004
2025-10-28 13:30:00+0900,1761625800,152.46,152.462,152.321,152.347,0.004
2025-10-28 13:45:00+0900,1761626700,152.347,152.425,152.331,152.401,0.004
2025-10-28 14:00:00+0900,1761627600,152.401,152.402,152.296,152.374,0.004
2025-10-28 14:15:00+0900,1761628500,152.374,152.421,152.343,152.408,0.004
2025-10-28 14:30:00+0900,1761629400,152.407,152.468,152.406,152.43,0.004
2025-10-28 14:45:00+0900,1761630300,152.429,152.471,152.408,152.456,0.004
2025-10-28 15:00:00+0900,1761631200,152.456,152.467,152.39,152.418,0.004
2025-10-28 15:15:00+0900,1761632100,152.418,152.463,152.407,152.407,0.004
2025-10-28 15:30:00+0900,1761633000,152.407,152.474,152.392,152.433,0.004
2025-10-28 15:45:00+0900,1761633900,152.434,152.434,152.168,152.276,0.004
2025-10-28 16:00:00+0900,1761634800,152.276,152.304,152.221,152.256,0.004
2025-10-28 16:15:00+0900,1761635700,152.257,152.259,152.115,152.179,0.004
2025-10-28 16:30:00+0900,1761636600,152.179,152.224,152.005,152.029,0.004
2025-10-28 16:45:00+0900,1761637500,152.029,152.037,151.85,151.877,0.004
2025-10-28 17:00:00+0900,1761638400,151.877,151.935,151.824,151.903,0.004
2025-10-28 17:15:00+0900,1761639300,151.903,151.912,151.756,151.797,0.004
2025-10-28 17:30:00+0900,1761640200,151.797,151.895,151.766,151.88,0.004
2025-10-28 17:45:00+0900,1761641100,151.881,151.969,151.859,151.91,0.004
2025-10-28 18:00:00+0900,1761642000,151.909,151.994,151.855,151.932,0.004
2025-10-28 18:15:00+0900,1761642900,151.932,151.988,151.806,151.979,0.004
2025-10-28 18:30:00+0900,1761643800,151.979,152.059,151.953,151.987,0.004
2025-10-28 18:45:00+0900,1761644700,151.987,152.041,151.93,152.018,0.004
2025-10-28 19:00:00+0900,1761645600,152.019,152.352,152.019,152.141,0.004
